id,temperature,created_at,sound,light,dust,fan,motion
"'7281', ","'24.48',"," '2026-05-08  01:20:00',"," '8.91', ","'1.67',"," '0.0115',"," '0',", '0'
"'7282', ","'24.45',"," '2026-05-08  01:20:15',"," '5.6', '","2.38', ","'0.0132', ","'0', ",'1'
"'7283', ","'24.41',"," '2026-05-08  01:20:30',"," '5.91', ","'0.68',"," '0.0091',"," '0',", '0'
"'7284', ","'24.28',"," '2026-05-08  01:20:45',"," '9.94', ","'0.77',"," '0.0159',"," '0',", '0'
"'7285', ","'24.46',"," '2026-05-08  01:21:00',"," '6.35', ","'2.39',"," '0.0187',"," '0',", '0'
"'7286', ","'24.5', ","'2026-05-08  01:21:15', ","'8.84', '","0.6', '","0.0307', '","0', '",0'
"'7287', ","'24.05',"," '2026-05-08  01:21:30',"," '4.35', ","'0.6', ","'0.0283', ","'0', ",'0'
"'7288', ","'24.27',"," '2026-05-08  01:21:45',"," '12.71',", '0.22',", '0.0321'",", '0'",", '0'"
"'7289', ","'24.43',"," '2026-05-08  01:22:00',"," '8.4', '","2.45', ","'0.0228', ","'0', ",'0'
"'7290', ","'24.31',"," '2026-05-08  01:22:15',"," '13.31',", '1.82',", '0.0323'",", '0'",", '1'"
"'7291', ","'24.09',"," '2026-05-08  01:22:30',"," '5.9', '","0.31', ","'0.0311', ","'0', ",'0'
"'7292', ","'24.47',"," '2026-05-08  01:22:45',", '155.11',", '1.19","', '0.0148","', '0","', '1'"
"'7293', ","'24.4', ","'2026-05-08  01:23:00', ","'7.94', '","1.16', ","'0.0239', ","'0', ",'0'
"'7294', ","'24.53',"," '2026-05-08  01:23:15',"," '11.46',", '1.65',", '0.0319'",", '0'",", '0'"
"'7295', ","'24.13',"," '2026-05-08  01:23:30',"," '13.68',", '0.38',", '0.0316'",", '0'",", '0'"
"'7296', ","'24.09',"," '2026-05-08  01:23:45',"," '7.81', ","'1.77',"," '0.0188',"," '0',", '0'
"'7297', ","'24.31',"," '2026-05-08  01:24:00',"," '12.93',", '0.15',", '0.0287'",", '0'",", '0'"
"'7298', ","'24.35',"," '2026-05-08  01:24:15',"," '12.91',", '0.34',", '0.0341'",", '0'",", '1'"
"'7299', ","'24.11',"," '2026-05-08  01:24:30',"," '5.18', ","'1.86',"," '0.0266',"," '0',", '0'
"'7300', ","'24.32',"," '2026-05-08  01:24:45',"," '5.47', ","'1.71',"," '0.0275',"," '0',", '0'
"'7301', ","'24.02',"," '2026-05-08  01:25:00',"," '12.68',", '2.23',", '0.0203'",", '0'",", '0'"
"'7302', ","'24.22',"," '2026-05-08  01:25:15',"," '7.32', ","'1.62',"," '0.0187',"," '0',", '0'
"'7303', ","'24.34',"," '2026-05-08  01:25:30',"," '8.73', ","'0.11',"," '0.0231',"," '0',", '1'
"'7304', ","'24.29',"," '2026-05-08  01:25:45',"," '5.5', '","2.1', '","0.0148', '","0', '",0'
"'7305', ","'24.09',"," '2026-05-08  01:26:00',"," '10.88',", '0.95',", '0.0149'",", '0'",", '0'"
"'7306', ","'24.23',"," '2026-05-08  01:26:15',"," '13.31',", '2.18',", '0.0337'",", '0'",", '0'"
"'7307', ","'24.36',"," '2026-05-08  01:26:30',"," '7.47', ","'0.8', ","'0.0178', ","'0', ",'0'
"'7308', ","'23.98',"," '2026-05-08  01:26:45',"," '8.92', ","'1.7', ","'0.0114', ","'0', ",'0'
"'7309', ","'24.22',"," '2026-05-08  01:27:00',", '131.39',", '2.32","', '0.0326","', '0","', '0'"
"'7310', ","'23.92',"," '2026-05-08  01:27:15',"," '6.1', '","1.51', ","'0.0308', ","'0', ",'0'
"'7311', ","'23.94',"," '2026-05-08  01:27:30',"," '5.21', ","'0.63',"," '0.0245',"," '0',", '0'
"'7312', ","'24.46',"," '2026-05-08  01:27:45',"," '7.39', ","'1.35',"," '0.0329',"," '0',", '0'
"'7313', ","'24.07',"," '2026-05-08  01:28:00',"," '10.88',", '1.79',", '0.0146'",", '0'",", '0'"
"'7314', ","'24.05',"," '2026-05-08  01:28:15',"," '5.72', ","'1.33',"," '0.0341',"," '0',", '0'
"'7315', ","'23.95',"," '2026-05-08  01:28:30',"," '5.39', ","'1.45',"," '0.0198',"," '0',", '1'
"'7316', ","'24.46',"," '2026-05-08  01:28:45',"," '4.04', ","'2.39',"," '0.0127',"," '0',", '0'
"'7317', ","'24.21',"," '2026-05-08  01:29:00',"," '9.25', ","'1.09',"," '0.0238',"," '0',", '0'
"'7318', ","'24.02',"," '2026-05-08  01:29:15',"," '6.44', ","'1.16',"," '0.021', ","'0', ",'0'
"'7319', ","'24.17',"," '2026-05-08  01:29:30',"," '13.1', ","'1.55',"," '0.0099',"," '0',", '0'
"'7320', ","'24', '2","026-05-08 01 :29:45', '1","1.54', '1",".15', '","0.0339', '","0', '",0'
"'7321', ","'24.31',"," '2026-05-08  01:30:00',"," '12.43',", '1.71',", '0.0144'",", '0'",", '1'"
"'7322', ","'24.07',"," '2026-05-08  01:30:15',"," '11.82',", '0.14',", '0.0287'",", '0'",", '0'"
"'7323', ","'23.97',"," '2026-05-08  01:30:30',"," '8.24', ","'0.55',"," '0.0169',"," '0',", '0'
"'7324', ","'24.04',"," '2026-05-08  01:30:45',"," '13.36',", '1.61',", '0.0185'",", '0'",", '0'"
"'7325', ","'23.9', ","'2026-05-08  01:31:00', ","'3.96', '","1.41', ","'0.0279', ","'0', ",'0'
"'7326', ","'24.37',"," '2026-05-08  01:31:15',"," '9.17', ","'1.67',"," '0.0123',"," '0',", '0'
"'7327', ","'23.91',"," '2026-05-08  01:31:30',"," '7.37', ","'1.5', ","'0.0318', ","'0', ",'1'
"'7328', ","'24.38',"," '2026-05-08  01:31:45',"," '170', '","0.2', '","0.0229', '","0', '",0'
"'7329', ","'23.9', ","'2026-05-08  01:32:00', ","'13.5', '","0.09', ","'0.0138', ","'0', ",'0'
"'7330', ","'24.46',"," '2026-05-08  01:32:15',"," '5.62', ","'0.86',"," '0.0322',"," '0',", '0'
"'7331', ","'24.47',"," '2026-05-08  01:32:30',"," '12.94',", '0.37',", '0.0254'",", '0'",", '0'"
"'7332', ","'24.07',"," '2026-05-08  01:32:45',"," '7.01', ","'2.35',"," '0.0202',"," '0',", '0'
"'7333', ","'23.97',"," '2026-05-08  01:33:00',"," '13.35',", '2.44',", '0.0169'",", '0'",", '0'"
"'7334', ","'24.38',"," '2026-05-08  01:33:15',"," '8.23', ","'2.04',"," '0.0323',"," '0',", '1'
"'7335', ","'23.93',"," '2026-05-08  01:33:30',"," '5.98', ","'0.29',"," '0.0297',"," '0',", '0'
"'7336', ","'24.36',"," '2026-05-08  01:33:45',"," '6.59', ","'1.46',"," '0.0214',"," '0',", '0'
"'7337', ","'24.02',"," '2026-05-08  01:34:00',"," '8.65', ","'1.42',"," '0.0193',"," '0',", '0'
"'7338', ","'24.13',"," '2026-05-08  01:34:15',"," '8.77', ","'1.69',"," '0.0195',"," '0',", '0'
"'7339', ","'24.04',"," '2026-05-08  01:34:30',"," '6.34', ","'0.03',"," '0.0143',"," '0',", '0'
"'7340', ","'24.22',"," '2026-05-08  01:34:45',"," '13.14',", '2.49',", '0.0216'",", '0'",", '0'"
"'7341', ","'24.22',"," '2026-05-08  01:35:00',"," '12.71',", '2.33',", '0.0322'",", '0'",", '0'"
"'7342', ","'24.34',"," '2026-05-08  01:35:15',"," '12.83',", '1.48',", '0.0138'",", '0'",", '0'"
"'7343', ","'24.08',"," '2026-05-08  01:35:30',"," '8.68', ","'2.32',"," '0.0106',"," '0',", '0'
"'7344', ","'24.37',"," '2026-05-08  01:35:45',"," '7.29', ","'1.07',"," '0.0089',"," '0',", '0'
"'7345', ","'23.91',"," '2026-05-08  01:36:00',"," '10.95',", '2.33',", '0.0235'",", '0'",", '0'"
"'7346', ","'24.32',"," '2026-05-08  01:36:15',"," '10.77',", '1.36',", '0.0144'",", '0'",", '0'"
"'7347', ","'23.88',"," '2026-05-08  01:36:30',"," '5.94', ","'0.75',"," '0.0173',"," '0',", '0'
"'7348', ","'23.98',"," '2026-05-08  01:36:45',"," '11.24',", '1.92',", '0.0181'",", '0'",", '0'"
"'7349', ","'24.29',"," '2026-05-08  01:37:00',"," '7.73', ","'1.93',"," '0.0349',"," '0',", '0'
"'7350', ","'24.39',"," '2026-05-08  01:37:15',"," '9.82', ","'0.94',"," '0.0274',"," '0',", '0'
"'7351', ","'24.14',"," '2026-05-08  01:37:30',"," '5.41', ","'2.48',"," '0.028', ","'0', ",'1'
"'7352', ","'24.17',"," '2026-05-08  01:37:45',"," '8.35', ","'0.16',"," '0.0148',"," '0',", '0'
"'7353', ","'23.85',"," '2026-05-08  01:38:00',"," '7.57', ","'1.02',"," '0.0233',"," '0',", '0'
"'7354', ","'24.36',"," '2026-05-08  01:38:15',"," '4.95', ","'1.21',"," '0.0129',"," '0',", '0'
"'7355', ","'24.44',"," '2026-05-08  01:38:30',", '169.82',", '1.72","', '0.0192","', '0","', '0'"
"'7356', ","'23.97',"," '2026-05-08  01:38:45',"," '10.95',", '0.83',", '0.0341'",", '0'",", '0'"
"'7357', ","'24.21',"," '2026-05-08  01:39:00',"," '5.86', ","'0.4', ","'0.0138', ","'0', ",'0'
"'7358', ","'24.03',"," '2026-05-08  01:39:15',"," '8.74', ","'1.1', ","'0.0333', ","'0', ",'0'
"'7359', ","'24.11',"," '2026-05-08  01:39:30',"," '5.6', '","0.1', '","0.0083', '","0', '",0'
"'7360', ","'24.03',"," '2026-05-08  01:39:45',"," '7.36', ","'1.45',"," '0.0123',"," '0',", '0'
"'7361', ","'24.43',"," '2026-05-08  01:40:00',"," '12.75',", '1.05',", '0.033',"," '0',", '0'
"'7362', ","'24.27',"," '2026-05-08  01:40:15',"," '8.61', ","'2.44',"," '0.0135',"," '0',", '0'
"'7363', ","'24.19',"," '2026-05-08  01:40:30',"," '12.31',", '1.48',", '0.0203'",", '0'",", '0'"
"'7364', ","'24.15',"," '2026-05-08  01:40:45',"," '12.72',", '1.01',", '0.0209'",", '0'",", '0'"
"'7365', ","'24.23',"," '2026-05-08  01:41:00',"," '7.41', ","'2.41',"," '0.031', ","'0', ",'0'
"'7366', ","'24.04',"," '2026-05-08  01:41:15',"," '10.83',", '0.55',", '0.0098'",", '0'",", '0'"
"'7367', ","'24.21',"," '2026-05-08  01:41:30',"," '9.44', ","'0.01',"," '0.0295',"," '0',", '0'
"'7368', ","'24.08',"," '2026-05-08  01:41:45',"," '7.9', '","1.31', ","'0.0244', ","'0', ",'0'
"'7369', ","'23.93',"," '2026-05-08  01:42:00',"," '10.93',", '1.46',", '0.0093'",", '0'",", '0'"
"'7370', ","'24.41',"," '2026-05-08  01:42:15',"," '10.71',", '0.66',", '0.0296'",", '0'",", '0'"
"'7371', ","'24.24',"," '2026-05-08  01:42:30',"," '8.96', ","'0.2', ","'0.0274', ","'0', ",'0'
"'7372', ","'24.31',"," '2026-05-08  01:42:45',"," '5.76', ","'0.96',"," '0.0227',"," '0',", '0'
"'7373', ","'24.2', ","'2026-05-08  01:43:00', ","'7.05', '","1.37', ","'0.0084', ","'0', ",'0'
"'7374', ","'24.26',"," '2026-05-08  01:43:15',"," '12.98',", '2.45',", '0.023',"," '0',", '0'
"'7375', ","'24.2', ","'2026-05-08  01:43:30', ","'13.31', ","'0.78',"," '0.0095',"," '0',", '1'
"'7376', ","'23.9', ","'2026-05-08  01:43:45', ","'6.44', '","0.52', ","'0.0205', ","'0', ",'0'
"'7377', ","'23.93',"," '2026-05-08  01:44:00',"," '4.01', ","'1.88',"," '0.0092',"," '0',", '0'
"'7378', ","'23.85',"," '2026-05-08  01:44:15',"," '6.68', ","'2.04',"," '0.0263',"," '0',", '0'
"'7379', ","'23.99',"," '2026-05-08  01:44:30',"," '5.82', ","'0.74',"," '0.0227',"," '0',", '0'
"'7380', ","'24.33',"," '2026-05-08  01:44:45',"," '12.99',", '1.69',", '0.0207'",", '0'",", '1'"
"'7381', ","'24.14',"," '2026-05-08  01:45:00',"," '8.9', '","2.4', '","0.0265', '","0', '",0'
"'7382', ","'24.11',"," '2026-05-08  01:45:15',"," '3.56', ","'0.55',"," '0.0289',"," '0',", '0'
"'7383', ","'23.98',"," '2026-05-08  01:45:30',"," '12', '2",".01', '","0.0116', '","0', '",0'
"'7384', ","'24.21',"," '2026-05-08  01:45:45',"," '8.8', '","2', '0.","0273', '0'",", '0'",
"'7385', ","'24.18',"," '2026-05-08  01:46:00',"," '10.6', ","'2.27',"," '0.0141',"," '0',", '0'
"'7386', ","'24.01',"," '2026-05-08  01:46:15',"," '11.06',", '1.71',", '0.0324'",", '0'",", '0'"
"'7387', ","'24.04',"," '2026-05-08  01:46:30',"," '5.88', ","'1.66',"," '0.0147',"," '0',", '0'
"'7388', ","'23.95',"," '2026-05-08  01:46:45',"," '3.42', ","'0.15',"," '0.0094',"," '0',", '0'
"'7389', ","'23.87',"," '2026-05-08  01:47:00',"," '8.47', ","'2.34',"," '0.0126',"," '0',", '0'
"'7390', ","'24.05',"," '2026-05-08  01:47:15',"," '7.25', ","'1.87',"," '0.0309',"," '0',", '1'
"'7391', ","'23.91',"," '2026-05-08  01:47:30',"," '12.01',"," '1.2',"," '0.0219',"," '0',", '0'
"'7392', ","'24.14',"," '2026-05-08  01:47:45',"," '8.82', ","'2', '0",".0158', '0","', '0",'
"'7393', ","'24.38',"," '2026-05-08  01:48:00',"," '5.92', ","'0.67',"," '0.0121',"," '0',", '0'
"'7394', ","'24.27',"," '2026-05-08  01:48:15',"," '13.22',", '1.48',", '0.0229'",", '0'",", '0'"
"'7395', ","'23.98',"," '2026-05-08  01:48:30',"," '10.2', ","'0.8', ","'0.0132', ","'0', ",'0'
"'7396', ","'24.23',"," '2026-05-08  01:48:45',"," '12.91',", '0.57',", '0.0179'",", '0'",", '0'"
"'7397', ","'24.04',"," '2026-05-08  01:49:00',"," '12.4', ","'0.37',"," '0.0195',"," '0',", '0'
"'7398', ","'23.87',"," '2026-05-08  01:49:15',"," '13.22',", '1.48',", '0.0212'",", '0'",", '0'"
"'7399', ","'24.33',"," '2026-05-08  01:49:30',"," '3.61', ","'2.16',"," '0.0122',"," '0',", '0'
"'7400', ","'24.35',"," '2026-05-08  01:49:45',"," '5.87', ","'0.65',"," '0.0331',"," '0',", '1'
"'7401', ","'24.23',"," '2026-05-08  01:50:00',"," '93.05',", '0.78',", '0.0274'",", '0'",", '0'"
"'7402', ","'24.36',"," '2026-05-08  01:50:15',"," '8.54', ","'0.99',"," '0.0196',"," '0',", '0'
"'7403', ","'23.81',"," '2026-05-08  01:50:30',"," '4.07', ","'0.42',"," '0.026', ","'0', ",'0'
"'7404', ","'24.01',"," '2026-05-08  01:50:45',"," '9.03', ","'2.11',"," '0.0245',"," '0',", '0'
"'7405', ","'23.99',"," '2026-05-08  01:51:00',"," '10.37',", '1.32',", '0.0205'",", '0'",", '0'"
"'7406', ","'24.26',"," '2026-05-08  01:51:15',"," '7.23', ","'0.12',"," '0.0308',"," '0',", '0'
"'7407', ","'24.11',"," '2026-05-08  01:51:30',"," '8.53', ","'1.4', ","'0.0296', ","'0', ",'0'
"'7408', ","'24.26',"," '2026-05-08  01:51:45',"," '5.94', ","'2.03',"," '0.0126',"," '0',", '0'
"'7409', ","'24.25',"," '2026-05-08  01:52:00',"," '12.45',", '1.29',", '0.0343'",", '0'",", '0'"
"'7410', ","'24', '2","026-05-08 01 :52:15', '4",".15', '0.","17', '0",".0349', '0","', '0",'
"'7411', ","'24.03',"," '2026-05-08  01:52:30',"," '12.67',", '0.12',", '0.0091'",", '0'",", '0'"
"'7412', ","'24.3', ","'2026-05-08  01:52:45', ","'10.97', ","'0.13',"," '0.0133',"," '0',", '0'
"'7413', ","'24.17',"," '2026-05-08  01:53:00',"," '11.29',", '0.87',", '0.0095'",", '0'",", '0'"
"'7414', ","'24.33',"," '2026-05-08  01:53:15',", '152.25',", '0.39","', '0.0332","', '0","', '0'"
"'7415', ","'23.87',"," '2026-05-08  01:53:30',"," '12.25',", '0.19',", '0.0231'",", '0'",", '0'"
"'7416', ","'24.2', ","'2026-05-08  01:53:45', ","'12.6', '","1.16', ","'0.0133', ","'0', ",'0'
"'7417', ","'24.27',"," '2026-05-08  01:54:00',"," '4.67', ","'0.93',"," '0.0334',"," '0',", '0'
"'7418', ","'24.14',"," '2026-05-08  01:54:15',"," '9.93', ","'0.92',"," '0.0195',"," '0',", '0'
"'7419', ","'23.77',"," '2026-05-08  01:54:30',"," '7.98', ","'1.96',"," '0.019', ","'0', ",'0'
"'7420', ","'24.03',"," '2026-05-08  01:54:45',"," '4.38', ","'2.39',"," '0.0284',"," '0',", '1'
"'7421', ","'23.99',"," '2026-05-08  01:55:00',"," '5.63', ","'0.57',"," '0.0141',"," '0',", '0'
"'7422', ","'23.99',"," '2026-05-08  01:55:15',"," '12.3', ","'1.8', ","'0.0278', ","'0', ",'0'
"'7423', ","'23.89',"," '2026-05-08  01:55:30',"," '4.75', ","'1.26',"," '0.0211',"," '0',", '0'
"'7424', ","'23.92',"," '2026-05-08  01:55:45',"," '8.74', ","'0.97',"," '0.0179',"," '0',", '0'
"'7425', ","'24.07',"," '2026-05-08  01:56:00',"," '6.83', ","'0.62',"," '0.0216',"," '0',", '0'
"'7426', ","'24.3', ","'2026-05-08  01:56:15', ","'7.19', '","0.75', ","'0.0232', ","'0', ",'0'
"'7427', ","'24.18',"," '2026-05-08  01:56:30',"," '8.54', ","'2.14',"," '0.0122',"," '0',", '0'
"'7428', ","'24.2', ","'2026-05-08  01:56:45', ","'8.78', '","2.2', '","0.0272', '","0', '",0'
"'7429', ","'23.82',"," '2026-05-08  01:57:00',"," '3.5', '","0.67', ","'0.0335', ","'0', ",'0'
"'7430', ","'23.79',"," '2026-05-08  01:57:15',"," '9.26', ","'0.25',"," '0.0318',"," '0',", '0'
"'7431', ","'24.16',"," '2026-05-08  01:57:30',"," '6.06', ","'1.82',"," '0.025', ","'0', ",'0'
"'7432', ","'24.34',"," '2026-05-08  01:57:45',"," '10.4', ","'1.27',"," '0.0273',"," '0',", '0'
"'7433', ","'23.97',"," '2026-05-08  01:58:00',"," '4.86', ","'0.97',"," '0.0108',"," '0',", '0'
"'7434', ","'23.88',"," '2026-05-08  01:58:15',"," '11.73',", '1.23',", '0.0193'",", '0'",", '0'"
"'7435', ","'24.15',"," '2026-05-08  01:58:30',"," '6.28', ","'0.62',"," '0.024', ","'0', ",'0'
"'7436', ","'23.79',"," '2026-05-08  01:58:45',"," '13.14',", '0.03',", '0.029',"," '0',", '0'
"'7437', ","'24.21',"," '2026-05-08  01:59:00',"," '5.79', ","'2.12',"," '0.0117',"," '0',", '0'
"'7438', ","'24.18',"," '2026-05-08  01:59:15',"," '12.86',", '1.24',", '0.0082'",", '0'",", '0'"
"'7439', ","'23.91',"," '2026-05-08  01:59:30',"," '11.46',", '1.51',", '0.0227'",", '0'",", '1'"
"'7440', ","'24.25',"," '2026-05-08  01:59:45',"," '12.66',", '2.11',", '0.0225'",", '0'",", '0'"
"'7441', ","'24.05',"," '2026-05-08  02:00:00',"," '3.19', ","'2.24',"," '0.0349',"," '0',", '1'
"'7442', ","'24.21',"," '2026-05-08  02:00:15',"," '8.45', ","'1.57',"," '0.0327',"," '0',", '0'
"'7443', ","'24.32',"," '2026-05-08  02:00:30',"," '5.31', ","'0.23',"," '0.0177',"," '0',", '0'
"'7444', ","'23.76',"," '2026-05-08  02:00:45',"," '4.6', '","0.78', ","'0.0158', ","'0', ",'0'
"'7445', ","'24.31',"," '2026-05-08  02:01:00',"," '4.15', ","'0.14',"," '0.0253',"," '0',", '0'
"'7446', ","'23.87',"," '2026-05-08  02:01:15',"," '13.02',", '2.04',", '0.0237'",", '0'",", '0'"
"'7447', ","'23.75',"," '2026-05-08  02:01:30',"," '11.17',", '1.88',", '0.0299'",", '0'",", '0'"
"'7448', ","'24.02',"," '2026-05-08  02:01:45',", '133.63',", '0.93","', '0.0165","', '0","', '0'"
"'7449', ","'24.27',"," '2026-05-08  02:02:00',"," '12.18',", '0.07',", '0.0081'",", '0'",", '0'"
"'7450', ","'23.85',"," '2026-05-08  02:02:15',"," '11.06',", '0.32',", '0.0149'",", '0'",", '0'"
"'7451', ","'24.12',"," '2026-05-08  02:02:30',"," '12.15',", '0.95',", '0.0201'",", '0'",", '0'"
"'7452', ","'23.99',"," '2026-05-08  02:02:45',"," '6.34', ","'2.12',"," '0.0135',"," '0',", '0'
"'7453', ","'24.08',"," '2026-05-08  02:03:00',"," '4.24', ","'2.23',"," '0.0321',"," '0',", '0'
"'7454', ","'24.34',"," '2026-05-08  02:03:15',"," '7.33', ","'0.02',"," '0.031', ","'0', ",'0'
"'7455', ","'24.01',"," '2026-05-08  02:03:30',"," '5.98', ","'0.02',"," '0.0106',"," '0',", '0'
"'7456', ","'24.14',"," '2026-05-08  02:03:45',"," '12.27',", '0.48',", '0.0241'",", '0'",", '0'"
"'7457', ","'23.91',"," '2026-05-08  02:04:00',"," '3.68', ","'0.79',"," '0.0139',"," '0',", '0'
"'7458', ","'23.78',"," '2026-05-08  02:04:15',"," '7.91', ","'1.83',"," '0.0243',"," '0',", '0'
"'7459', ","'24.3', ","'2026-05-08  02:04:30', ","'4.06', '","1.11', ","'0.024', '","0', '",0'
"'7460', ","'23.97',"," '2026-05-08  02:04:45',"," '6.77', ","'0.58',"," '0.0235',"," '0',", '0'
"'7461', ","'23.79',"," '2026-05-08  02:05:00',"," '4.42', ","'2.44',"," '0.0226',"," '0',", '0'
"'7462', ","'23.83',"," '2026-05-08  02:05:15',"," '11.74',", '2.13',", '0.0224'",", '0'",", '0'"
"'7463', ","'24.29',"," '2026-05-08  02:05:30',"," '4.72', ","'1.13',"," '0.0087',"," '0',", '0'
"'7464', ","'23.77',"," '2026-05-08  02:05:45',"," '4.14', ","'1', '0",".009', '0'",", '0'",
"'7465', ","'24.21',"," '2026-05-08  02:06:00',"," '11.59',", '0.88',", '0.0178'",", '0'",", '0'"
"'7466', ","'23.91',"," '2026-05-08  02:06:15',"," '9.96', ","'2.5', ","'0.0195', ","'0', ",'1'
"'7467', ","'24.17',"," '2026-05-08  02:06:30',"," '11.08',", '1.69',", '0.0198'",", '0'",", '0'"
"'7468', ","'24.13',"," '2026-05-08  02:06:45',"," '7.08', ","'1.87',"," '0.0242',"," '0',", '0'
"'7469', ","'23.77',"," '2026-05-08  02:07:00',"," '123.6',", '0.44',", '0.0128'",", '0'",", '0'"
"'7470', ","'23.78',"," '2026-05-08  02:07:15',"," '7.96', ","'1.05',"," '0.012', ","'0', ",'0'
"'7471', ","'24.09',"," '2026-05-08  02:07:30',"," '3.78', ","'0.27',"," '0.0166',"," '0',", '0'
"'7472', ","'24.2', ","'2026-05-08  02:07:45', ","'6.99', '","0.59', ","'0.0149', ","'0', ",'0'
"'7473', ","'24.21',"," '2026-05-08  02:08:00',"," '12.82',", '1.62',", '0.0281'",", '0'",", '0'"
"'7474', ","'23.74',"," '2026-05-08  02:08:15',"," '12.7', ","'0.25',"," '0.0175',"," '0',", '0'
"'7475', ","'23.85',"," '2026-05-08  02:08:30',"," '9.26', ","'1.85',"," '0.0251',"," '0',", '0'
"'7476', ","'24.11',"," '2026-05-08  02:08:45',"," '8.19', ","'0.57',"," '0.034', ","'0', ",'0'
"'7477', ","'23.8', ","'2026-05-08  02:09:00', ","'3.7', '0",".81', '","0.0112', '","0', '",0'
"'7478', ","'24.04',"," '2026-05-08  02:09:15',"," '10.94',", '1.21',", '0.0331'",", '0'",", '0'"
"'7479', ","'24.05',"," '2026-05-08  02:09:30',"," '4.92', ","'2.23',"," '0.0302',"," '0',", '0'
"'7480', ","'23.84',"," '2026-05-08  02:09:45',"," '11.23',", '0.01',", '0.0151'",", '0'",", '1'"
